Enrollmentno,sub1,sub2,sub3,sub4,sub5
E4989,66,60,81,59,84
E4990,92,65,93,65,74
E4991,59,45,78,68,51
E4992,75,49,98,70,97
E4993,87,93,74,46,85
E4994,43,55,82,72,46
E4995,56,45,69,96,99
E4996,76,45,90,61,76
E4997,52,48,64,68,71
E4998,60,73,85,71,81
E4999,48,100,40,60,76
E5000,68,48,86,74,53
