Enrollmentno,choice1,choice2,choice3,choice4,choice5,choice6,choice7,choice8,choice9,choice10
E0900,C0029-CSE,C0010-CSE,C0024-IT,C0039-CSE,C0044-IT,C0042-CSE,C0033-IT,C0044-IT,C0031-CSE,C0036-CSE
E0901,C0047-EE,C0020-EE,C0047-EE,C0027-EE,C0027-EC,C0001-EC,C0042-EC,C0045-EE,C0029-EE,C0009-EE
E0902,C0021-EC,C0001-EC,C0014-EE,C0017-EE,C0008-EC,C0048-EC,C0023-EE,C0032-EE,C0048-EC,C0012-EE
E0903,C0026-CH,C0034-CIVIL,C0045-CIVIL,C0023-CIVIL,C0026-CH,C0012-CIVIL,C0024-CIVIL,C0048-CIVIL,C0049-CH,C0049-CH
E0904,C0009-CSE,C0033-IT,C0028-IT,C0038-IT,C0043-IT,C0034-CSE,C0018-IT,C0014-CSE,C0028-IT,C0018-CSE
E0905,C0013-EC,C0012-EC,C0042-EC,C0026-EC,C0011-EE,C0009-EE,C0042-EC,C0025-EC,C0041-EC,C0034-EE
E0906,C0024-EE,C0039-EC,C0046-EE,C0021-EC,C0021-EE,C0026-EC,C0027-EE,C0042-EE,C0048-EC,C0032-EC
E0907,C0023-EE,C0039-EC,C0050-EC,C0037-EE,C0007-EE,C0011-EC,C0009-EC,C0041-EC,C0011-EC,C0013-EC
E0908,C0030-EE,C0007-EE,C0035-EE,C0021-EC,C0042-EC,C0007-EC,C0042-EE,C0031-EC,C0021-EC,C0039-EC
E0909,C0001-CSE,C0032-CSE,C0020-CSE,C0039-IT,C0044-CSE,C0044-CSE,C0050-CSE,C0038-IT,C0034-IT,C0039-IT
E0910,C0022-IT,C0030-CSE,C0012-CSE,C0001-CSE,C0024-IT,C0034-IT,C0003-CSE,C0019-CSE,C0005-IT,C0018-CSE
E0911,C0014-EE,C0046-EC,C0018-EE,C0041-EC,C0049-EE,C0001-EC,C0023-EE,C0010-EE,C0008-EC,C0009-EC
E0912,C0036-IT,C0049-IT,C0044-IT,C0025-IT,C0019-IT,C0020-CSE,C0023-CSE,C0050-IT,C0036-IT,C0003-CSE
E0913,C0029-CH,C0049-CH,C0031-CIVIL,C0026-CH,C0021-CIVIL,C0017-CIVIL,C0038-CH,C0008-CIVIL,C0022-CH,C0014-CIVIL
E0914,C0032-ME,C0006-AUTO,C0028-ME,C0036-AUTO,C0005-IC,C0008-IC,C0041-ME,C0040-IC,C0016-IC,C0038-AUTO
E0915,C0026-AUTO,C0009-IC,C0005-AUTO,C0011-AUTO,C0009-IC,C0014-AUTO,C0040-ME,C0034-ME,C0037-AUTO,C0010-AUTO
E0916,C0012-IC,C0013-AUTO,C0034-AUTO,C0035-AUTO,C0025-ME,C0029-ME,C0025-AUTO,C0035-IC,C0043-AUTO,C0021-IC
E0917,C0027-ME,C0010-IC,C0021-ME,C0043-IC,C0050-AUTO,C0029-IC,C0021-AUTO,C0050-IC,C0041-IC,C0042-AUTO
E0918,C0025-ME,C0004-IC,C0026-AUTO,C0041-IC,C0029-ME,C0042-ME,C0050-ME,C0001-AUTO,C0021-IC,C0015-AUTO
E0919,C0041-EC,C0050-EE,C0007-EC,C0015-EE,C0012-EE,C0011-EC,C0022-EC,C0038-EE,C0041-EE,C0025-EE
E0920,C0024-CSE,C0004-IT,C0019-IT,C0038-CSE,C0019-IT,C0026-IT,C0012-CSE,C0005-IT,C0034-CSE,C0003-CSE
E0921,C0003-CSE,C0004-CSE,C0001-CSE,C0012-CSE,C0005-CSE,C0007-IT,C0010-CSE,C0006-CSE,C0017-IT,C0030-CSE
E0922,C0050-ME,C0040-IC,C0033-IC,C0001-IC,C0013-AUTO,C0005-AUTO,C0048-IC,C0049-IC,C0041-ME,C0034-AUTO
E0923,C0017-IC,C0019-ME,C0033-AUTO,C0034-ME,C0021-IC,C0035-ME,C0016-ME,C0024-AUTO,C0038-AUTO,C0029-AUTO
E0924,C0029-CSE,C0049-IT,C0038-CSE,C0031-CSE,C0033-CSE,C0049-IT,C0047-CSE,C0036-IT,C0003-IT,C0037-IT
E0925,C0030-IT,C0040-CSE,C0041-CSE,C0008-IT,C0027-IT,C0007-IT,C0035-IT,C0037-CSE,C0017-IT,C0036-IT
E0926,C0037-EC,C0011-EC,C0009-EC,C0031-EE,C0036-EE,C0046-EC,C0026-EC,C0040-EE,C0042-EE,C0034-EE
E0927,C0021-AUTO,C0028-ME,C0035-ME,C0044-IC,C0021-ME,C0031-IC,C0025-ME,C0047-AUTO,C0042-AUTO,C0011-IC
E0928,C0031-CSE,C0025-IT,C0010-CSE,C0011-CSE,C0029-IT,C0044-IT,C0008-CSE,C0001-CSE,C0017-IT,C0029-CSE
E0929,C0015-IT,C0023-CSE,C0044-IT,C0006-IT,C0007-CSE,C0012-CSE,C0033-CSE,C0007-IT,C0029-CSE,C0030-IT
E0930,C0004-CIVIL,C0026-CH,C0024-CIVIL,C0049-CIVIL,C0040-CIVIL,C0003-CIVIL,C0017-CH,C0020-CIVIL,C0010-CH,C0040-CH
E0931,C0025-EE,C0008-EC,C0037-EC,C0037-EE,C0030-EC,C0030-EE,C0042-EE,C0039-EC,C0026-EE,C0008-EC
E0932,C0005-CIVIL,C0044-CIVIL,C0018-CH,C0050-CIVIL,C0002-CIVIL,C0018-CIVIL,C0003-CIVIL,C0013-CH,C0038-CH,C0038-CIVIL
E0933,C0021-CIVIL,C0005-CH,C0031-CIVIL,C0050-CH,C0031-CIVIL,C0045-CH,C0005-CIVIL,C0039-CH,C0010-CIVIL,C0026-CH
E0934,C0043-CIVIL,C0050-CH,C0013-CIVIL,C0031-CH,C0046-CIVIL,C0003-CIVIL,C0003-CIVIL,C0012-CH,C0006-CH,C0020-CH
E0935,C0028-EC,C0034-EC,C0042-EC,C0045-EE,C0035-EC,C0018-EC,C0028-EC,C0016-EC,C0007-EE,C0014-EC
E0936,C0037-CSE,C0005-IT,C0029-IT,C0008-CSE,C0042-IT,C0031-IT,C0049-IT,C0027-IT,C0013-CSE,C0038-IT
E0937,C0011-IC,C0033-IC,C0050-AUTO,C0027-ME,C0016-ME,C0040-IC,C0001-AUTO,C0039-AUTO,C0041-AUTO,C0005-IC
E0938,C0040-CSE,C0043-IT,C0034-CSE,C0033-CSE,C0012-CSE,C0037-CSE,C0012-IT,C0047-CSE,C0032-IT,C0024-IT
E0939,C0038-CSE,C0002-IT,C0033-CSE,C0031-CSE,C0037-CSE,C0048-IT,C0042-CSE,C0005-CSE,C0043-IT,C0020-CSE
E0940,C0047-CSE,C0010-IT,C0001-CSE,C0038-IT,C0031-CSE,C0036-CSE,C0015-IT,C0004-IT,C0013-CSE,C0042-CSE
E0941,C0020-CSE,C0034-CSE,C0019-IT,C0014-IT,C0045-IT,C0033-CSE,C0050-IT,C0041-CSE,C0006-IT,C0043-IT
E0942,C0012-IC,C0041-IC,C0012-IC,C0001-IC,C0006-IC,C0022-AUTO,C0046-ME,C0030-ME,C0016-IC,C0009-ME
E0943,C0035-IC,C0044-ME,C0030-AUTO,C0027-IC,C0040-ME,C0046-AUTO,C0023-AUTO,C0013-IC,C0042-AUTO,C0021-AUTO
E0944,C0007-EC,C0031-EE,C0015-EE,C0006-EC,C0043-EC,C0020-EE,C0038-EC,C0037-EC,C0032-EC,C0026-EE
E0945,C0012-EE,C0036-EE,C0044-EE,C0041-EE,C0009-EC,C0007-EC,C0039-EE,C0014-EE,C0023-EE,C0008-EC
E0946,C0015-AUTO,C0034-AUTO,C0012-IC,C0005-ME,C0041-AUTO,C0007-AUTO,C0005-ME,C0011-AUTO,C0046-ME,C0038-AUTO
E0947,C0013-IC,C0029-AUTO,C0050-AUTO,C0043-IC,C0026-AUTO,C0034-AUTO,C0025-ME,C0026-AUTO,C0005-IC,C0022-AUTO
E0948,C0029-ME,C0039-IC,C0041-AUTO,C0027-IC,C0015-IC,C0031-ME,C0030-IC,C0042-ME,C0016-AUTO,C0033-IC
E0949,C0011-CH,C0025-CH,C0048-CH,C0019-CH,C0049-CH,C0022-CH,C0003-CH,C0022-CH,C0004-CIVIL,C0008-CH
E0950,C0046-AUTO,C0006-AUTO,C0028-ME,C0044-AUTO,C0034-IC,C0042-ME,C0049-ME,C0014-IC,C0022-IC,C0046-ME
E0951,C0011-CH,C0006-CIVIL,C0020-CIVIL,C0021-CH,C0041-CH,C0050-CH,C0003-CIVIL,C0036-CIVIL,C0021-CH,C0024-CIVIL
E0952,C0033-EC,C0020-EE,C0034-EC,C0006-EC,C0043-EC,C0014-EC,C0010-EE,C0037-EE,C0003-EC,C0011-EC
E0953,C0038-CIVIL,C0004-CIVIL,C0023-CH,C0035-CH,C0002-CH,C0017-CH,C0035-CIVIL,C0026-CH,C0046-CH,C0050-CIVIL
E0954,C0023-ME,C0029-IC,C0013-AUTO,C0027-IC,C0049-AUTO,C0033-AUTO,C0037-IC,C0030-IC,C0004-IC,C0030-AUTO
E0955,C0003-EE,C0039-EE,C0008-EC,C0032-EC,C0021-EE,C0021-EC,C0012-EE,C0012-EE,C0027-EE,C0016-EE
E0956,C0001-CIVIL,C0015-CIVIL,C0020-CH,C0044-CIVIL,C0002-CH,C0048-CIVIL,C0035-CIVIL,C0026-CH,C0001-CIVIL,C0010-CIVIL
E0957,C0031-CH,C0037-CIVIL,C0037-CIVIL,C0018-CIVIL,C0033-CIVIL,C0013-CH,C0013-CIVIL,C0011-CH,C0020-CH,C0031-CIVIL
E0958,C0050-EE,C0012-EC,C0011-EC,C0039-EE,C0021-EC,C0018-EC,C0034-EC,C0003-EE,C0042-EC,C0027-EE
E0959,C0033-CSE,C0022-IT,C0032-CSE,C0041-CSE,C0010-CSE,C0036-CSE,C0010-IT,C0018-IT,C0010-IT,C0032-IT
E0960,C0019-CIVIL,C0050-CH,C0026-CIVIL,C0002-CIVIL,C0010-CH,C0021-CH,C0023-CIVIL,C0042-CIVIL,C0039-CH,C0007-CIVIL
E0961,C0043-IT,C0028-CSE,C0003-IT,C0026-IT,C0024-CSE,C0041-CSE,C0020-IT,C0038-IT,C0032-CSE,C0035-IT
E0962,C0007-CSE,C0015-IT,C0044-CSE,C0036-IT,C0038-CSE,C0004-CSE,C0038-IT,C0045-IT,C0017-IT,C0043-CSE
E0963,C0024-CIVIL,C0004-CH,C0040-CIVIL,C0016-CIVIL,C0036-CH,C0012-CIVIL,C0039-CH,C0005-CH,C0003-CH,C0023-CIVIL
E0964,C0021-AUTO,C0049-AUTO,C0002-IC,C0015-ME,C0006-AUTO,C0024-ME,C0027-IC,C0041-ME,C0045-ME,C0033-ME
E0965,C0030-IC,C0031-IC,C0016-IC,C0014-AUTO,C0042-AUTO,C0001-AUTO,C0019-AUTO,C0033-AUTO,C0049-AUTO,C0004-IC
E0966,C0006-EC,C0010-EE,C0029-EE,C0014-EE,C0048-EC,C0003-EC,C0032-EE,C0014-EC,C0013-EC,C0013-EE
E0967,C0015-IT,C0004-IT,C0005-IT,C0029-CSE,C0034-CSE,C0006-IT,C0028-CSE,C0031-CSE,C0030-IT,C0010-CSE
E0968,C0045-IC,C0014-AUTO,C0029-IC,C0030-AUTO,C0033-AUTO,C0022-ME,C0045-ME,C0042-IC,C0033-AUTO,C0026-ME
E0969,C0030-CH,C0036-CIVIL,C0045-CIVIL,C0004-CH,C0023-CH,C0009-CIVIL,C0005-CIVIL,C0032-CIVIL,C0045-CIVIL,C0035-CIVIL
E0970,C0025-EC,C0023-EE,C0027-EE,C0030-EE,C0005-EE,C0039-EC,C0045-EE,C0003-EE,C0040-EC,C0015-EC
E0971,C0021-ME,C0042-IC,C0003-ME,C0001-IC,C0041-IC,C0009-ME,C0047-IC,C0014-IC,C0007-AUTO,C0013-AUTO
E0972,C0003-ME,C0032-ME,C0015-IC,C0011-AUTO,C0033-ME,C0014-IC,C0048-IC,C0050-AUTO,C0043-AUTO,C0047-ME
E0973,C0027-CIVIL,C0018-CIVIL,C0044-CIVIL,C0025-CH,C0004-CH,C0021-CIVIL,C0011-CH,C0030-CH,C0037-CIVIL,C0008-CH
E0974,C0023-CSE,C0022-IT,C0047-CSE,C0030-CSE,C0007-IT,C0048-IT,C0016-IT,C0033-CSE,C0050-IT,C0016-IT
E0975,C0042-CH,C0040-CIVIL,C0005-CIVIL,C0021-CH,C0009-CH,C0039-CH,C0027-CIVIL,C0002-CH,C0008-CIVIL,C0018-CH
E0976,C0046-EE,C0018-EE,C0041-EC,C0003-EC,C0015-EE,C0009-EC,C0036-EE,C0042-EE,C0031-EC,C0040-EC
E0977,C0039-CH,C0001-CIVIL,C0007-CIVIL,C0048-CIVIL,C0045-CIVIL,C0016-CIVIL,C0048-CIVIL,C0006-CH,C0042-CH,C0026-CH
E0978,C0042-CH,C0002-CH,C0033-CH,C0043-CIVIL,C0046-CH,C0035-CH,C0041-CH,C0005-CIVIL,C0025-CIVIL,C0008-CIVIL
E0979,C0007-IT,C0036-IT,C0025-IT,C0044-CSE,C0010-IT,C0008-CSE,C0034-CSE,C0037-IT,C0046-IT,C0017-IT
E0980,C0015-ME,C0043-ME,C0013-AUTO,C0027-IC,C0016-ME,C0030-ME,C0004-IC,C0031-ME,C0017-IC,C0037-AUTO
E0981,C0026-CIVIL,C0045-CH,C0005-CIVIL,C0031-CIVIL,C0015-CIVIL,C0009-CIVIL,C0045-CH,C0015-CIVIL,C0026-CIVIL,C0002-CH
E0982,C0034-CIVIL,C0034-CIVIL,C0034-CIVIL,C0030-CH,C0030-CIVIL,C0039-CH,C0040-CH,C0024-CIVIL,C0027-CIVIL,C0012-CH
E0983,C0007-ME,C0032-AUTO,C0014-AUTO,C0008-ME,C0046-ME,C0009-IC,C0033-IC,C0009-ME,C0041-AUTO,C0046-ME
E0984,C0020-CSE,C0048-IT,C0026-IT,C0036-IT,C0024-IT,C0050-CSE,C0049-IT,C0042-CSE,C0003-CSE,C0041-CSE
E0985,C0015-IT,C0029-CSE,C0033-IT,C0008-IT,C0018-CSE,C0031-CSE,C0031-CSE,C0012-CSE,C0028-IT,C0047-CSE
E0986,C0033-EC,C0005-EE,C0020-EE,C0027-EE,C0027-EC,C0050-EE,C0041-EE,C0021-EC,C0025-EC,C0047-EE
E0987,C0016-ME,C0007-AUTO,C0001-IC,C0029-IC,C0028-ME,C0023-AUTO,C0015-ME,C0008-IC,C0001-IC,C0029-IC
E0988,C0017-AUTO,C0039-IC,C0025-AUTO,C0039-AUTO,C0047-IC,C0012-AUTO,C0047-ME,C0019-AUTO,C0019-ME,C0036-AUTO
E0989,C0021-IT,C0012-IT,C0044-CSE,C0040-IT,C0009-CSE,C0013-CSE,C0036-CSE,C0006-CSE,C0012-CSE,C0011-CSE
E0990,C0032-EE,C0026-EE,C0050-EE,C0007-EE,C0043-EE,C0032-EE,C0039-EC,C0030-EE,C0039-EE,C0007-EC
E0991,C0042-EC,C0025-EC,C0041-EC,C0017-EC,C0048-EC,C0037-EE,C0030-EC,C0012-EC,C0034-EC,C0038-EE
E0992,C0022-EC,C0047-EE,C0047-EE,C0007-EC,C0050-EE,C0036-EE,C0009-EC,C0012-EE,C0016-EC,C0014-EE
E0993,C0049-CSE,C0027-IT,C0028-CSE,C0003-IT,C0005-CSE,C0003-CSE,C0034-IT,C0024-IT,C0033-CSE,C0015-IT
E0994,C0016-EC,C0017-EC,C0013-EC,C0031-EC,C0043-EE,C0006-EC,C0004-EE,C0017-EE,C0027-EE,C0001-EC
E0995,C0005-CH,C0023-CIVIL,C0050-CH,C0048-CH,C0012-CH,C0004-CH,C0050-CIVIL,C0045-CIVIL,C0034-CIVIL,C0008-CH
E0996,C0023-EE,C0001-EC,C0032-EC,C0027-EC,C0044-EE,C0043-EC,C0022-EC,C0020-EE,C0020-EE,C0035-EC
E0997,C0041-CIVIL,C0036-CH,C0026-CH,C0045-CH,C0008-CH,C0005-CIVIL,C0023-CH,C0044-CIVIL,C0009-CIVIL,C0043-CIVIL
E0998,C0034-IC,C0001-AUTO,C0009-AUTO,C0034-AUTO,C0022-AUTO,C0016-ME,C0041-ME,C0005-AUTO,C0015-ME,C0039-AUTO
E0999,C0012-AUTO,C0029-ME,C0009-AUTO,C0002-AUTO,C0009-AUTO,C0039-ME,C0039-IC,C0041-AUTO,C0019-AUTO,C0034-IC
E1000,C0029-IT,C0019-CSE,C0045-IT,C0012-CSE,C0033-IT,C0006-CSE,C0001-IT,C0001-CSE,C0043-IT,C0024-CSE
E1001,C0022-IC,C0037-IC,C0041-ME,C0012-IC,C0025-AUTO,C0044-ME,C0008-ME,C0036-ME,C0024-AUTO,C0048-IC
E1002,C0037-CSE,C0014-IT,C0020-IT,C0038-IT,C0040-CSE,C0046-IT,C0034-IT,C0001-IT,C0039-IT,C0024-IT
E1003,C0028-ME,C0027-IC,C0042-ME,C0003-ME,C0050-AUTO,C0036-ME,C0039-ME,C0021-AUTO,C0048-ME,C0036-ME
E1004,C0039-EE,C0031-EE,C0031-EC,C0004-EE,C0050-EC,C0017-EE,C0035-EC,C0007-EE,C0031-EC,C0045-EE
E1005,C0017-IT,C0036-IT,C0002-IT,C0047-CSE,C0008-CSE,C0024-IT,C0030-IT,C0026-IT,C0031-CSE,C0011-IT
E1006,C0026-ME,C0029-ME,C0017-ME,C0023-ME,C0019-ME,C0025-AUTO,C0046-ME,C0015-ME,C0009-IC,C0019-AUTO
E1007,C0028-ME,C0032-ME,C0028-ME,C0044-ME,C0013-IC,C0033-AUTO,C0018-AUTO,C0044-AUTO,C0033-ME,C0024-ME
E1008,C0018-ME,C0016-AUTO,C0006-AUTO,C0048-IC,C0005-AUTO,C0045-IC,C0018-ME,C0046-IC,C0023-ME,C0048-ME
E1009,C0033-CSE,C0037-IT,C0020-CSE,C0015-IT,C0003-CSE,C0031-IT,C0034-IT,C0030-CSE,C0045-IT,C0029-IT
E1010,C0044-CSE,C0001-CSE,C0025-IT,C0007-IT,C0038-IT,C0024-CSE,C0032-CSE,C0004-CSE,C0011-IT,C0031-CSE
E1011,C0050-IC,C0003-ME,C0044-IC,C0035-ME,C0043-IC,C0019-IC,C0009-ME,C0047-ME,C0006-AUTO,C0025-AUTO
E1012,C0004-IT,C0046-IT,C0022-CSE,C0033-CSE,C0012-CSE,C0026-IT,C0048-IT,C0025-IT,C0049-CSE,C0027-IT
E1013,C0032-IT,C0022-IT,C0032-CSE,C0040-IT,C0037-CSE,C0049-IT,C0040-CSE,C0032-CSE,C0008-CSE,C0032-CSE
E1014,C0007-EC,C0040-EC,C0003-EC,C0038-EE,C0039-EC,C0035-EE,C0026-EC,C0048-EC,C0042-EC,C0007-EE
E1015,C0029-ME,C0026-AUTO,C0041-AUTO,C0017-ME,C0041-IC,C0040-ME,C0028-ME,C0046-ME,C0044-ME,C0010-AUTO
E1016,C0035-EC,C0045-EE,C0018-EE,C0014-EE,C0022-EC,C0001-EC,C0024-EE,C0050-EC,C0033-EC,C0022-EC
E1017,C0011-EE,C0027-EC,C0012-EC,C0038-EE,C0004-EE,C0033-EC,C0049-EE,C0035-EE,C0014-EE,C0027-EC
E1018,C0025-IT,C0007-CSE,C0033-CSE,C0039-CSE,C0046-IT,C0014-IT,C0028-CSE,C0038-IT,C0009-IT,C0048-IT
E1019,C0021-CSE,C0007-CSE,C0004-CSE,C0010-IT,C0001-CSE,C0032-CSE,C0044-IT,C0022-IT,C0037-CSE,C0032-CSE
E1020,C0049-IT,C0023-CSE,C0050-IT,C0022-IT,C0016-IT,C0025-IT,C0044-CSE,C0032-IT,C0038-IT,C0044-CSE
E1021,C0002-AUTO,C0048-ME,C0002-AUTO,C0027-IC,C0031-IC,C0029-ME,C0047-ME,C0023-AUTO,C0030-IC,C0045-ME
E1022,C0038-EC,C0018-EC,C0003-EE,C0036-EE,C0017-EE,C0039-EE,C0003-EC,C0008-EC,C0010-EE,C0034-EE
E1023,C0049-AUTO,C0009-AUTO,C0032-AUTO,C0009-ME,C0043-AUTO,C0046-AUTO,C0018-ME,C0044-IC,C0012-IC,C0021-AUTO
E1024,C0048-CH,C0027-CIVIL,C0036-CIVIL,C0005-CIVIL,C0003-CH,C0019-CH,C0045-CH,C0038-CIVIL,C0033-CIVIL,C0048-CIVIL
E1025,C0014-CSE,C0001-CSE,C0017-IT,C0008-CSE,C0043-IT,C0028-IT,C0010-CSE,C0019-CSE,C0014-IT,C0034-CSE
E1026,C0024-ME,C0006-IC,C0048-ME,C0005-AUTO,C0047-IC,C0016-AUTO,C0041-IC,C0016-IC,C0049-IC,C0022-AUTO
E1027,C0034-EE,C0002-EE,C0021-EC,C0025-EC,C0045-EE,C0015-EE,C0014-EE,C0030-EE,C0038-EE,C0035-EC
E1028,C0026-ME,C0022-AUTO,C0007-AUTO,C0037-IC,C0009-ME,C0025-AUTO,C0045-IC,C0038-AUTO,C0021-ME,C0004-IC
E1029,C0024-CSE,C0045-IT,C0019-CSE,C0008-CSE,C0008-IT,C0024-IT,C0034-CSE,C0004-IT,C0045-IT,C0011-CSE
E1030,C0029-CH,C0018-CH,C0012-CIVIL,C0025-CIVIL,C0038-CH,C0016-CIVIL,C0003-CH,C0004-CH,C0019-CIVIL,C0004-CIVIL
E1031,C0006-CIVIL,C0045-CH,C0046-CH,C0016-CIVIL,C0003-CIVIL,C0002-CIVIL,C0015-CIVIL,C0010-CIVIL,C0010-CIVIL,C0002-CH
E1032,C0020-CIVIL,C0023-CH,C0019-CIVIL,C0023-CH,C0004-CIVIL,C0019-CIVIL,C0035-CH,C0034-CIVIL,C0050-CIVIL,C0021-CH
E1033,C0006-ME,C0029-ME,C0034-ME,C0039-IC,C0004-IC,C0050-IC,C0029-ME,C0050-AUTO,C0026-AUTO,C0021-AUTO
E1034,C0039-EC,C0030-EC,C0040-EE,C0037-EC,C0025-EC,C0031-EE,C0012-EC,C0030-EC,C0013-EE,C0010-EE
E1035,C0037-IT,C0038-CSE,C0013-CSE,C0043-CSE,C0050-IT,C0040-CSE,C0009-CSE,C0027-IT,C0038-CSE,C0003-CSE
E1036,C0050-CH,C0003-CIVIL,C0033-CIVIL,C0041-CIVIL,C0040-CIVIL,C0001-CIVIL,C0004-CH,C0008-CIVIL,C0023-CH,C0016-CIVIL
E1037,C0026-EC,C0026-EE,C0027-EC,C0012-EC,C0041-EC,C0025-EE,C0005-EE,C0023-EE,C0005-EE,C0015-EC
E1038,C0030-IC,C0039-AUTO,C0041-IC,C0027-ME,C0007-IC,C0037-IC,C0024-ME,C0041-AUTO,C0015-IC,C0036-ME
E1039,C0049-CH,C0044-CIVIL,C0009-CH,C0037-CIVIL,C0045-CH,C0033-CH,C0018-CIVIL,C0048-CIVIL,C0019-CIVIL,C0007-CIVIL
E1040,C0046-ME,C0043-ME,C0035-ME,C0012-AUTO,C0030-IC,C0046-IC,C0014-AUTO,C0045-IC,C0025-ME,C0012-IC
E1041,C0041-ME,C0040-ME,C0007-IC,C0013-IC,C0035-ME,C0049-AUTO,C0031-IC,C0015-ME,C0003-ME,C0021-IC
E1042,C0039-EC,C0006-EC,C0004-EE,C0050-EE,C0004-EE,C0014-EC,C0023-EE,C0026-EC,C0021-EC,C0046-EC
E1043,C0041-CSE,C0037-IT,C0035-IT,C0016-IT,C0049-IT,C0007-IT,C0028-IT,C0022-IT,C0036-IT,C0002-IT
E1044,C0042-EE,C0032-EC,C0032-EC,C0013-EE,C0011-EC,C0048-EC,C0047-EE,C0031-EC,C0021-EC,C0041-EC
E1045,C0045-EE,C0017-EE,C0033-EC,C0036-EE,C0017-EE,C0040-EE,C0037-EC,C0032-EC,C0050-EC,C0009-EE
E1046,C0024-CIVIL,C0029-CH,C0048-CIVIL,C0013-CH,C0026-CH,C0032-CIVIL,C0024-CH,C0001-CIVIL,C0038-CH,C0041-CH
E1047,C0049-AUTO,C0003-ME,C0017-ME,C0050-ME,C0018-AUTO,C0028-ME,C0015-ME,C0015-ME,C0050-ME,C0025-ME
E1048,C0017-IC,C0041-IC,C0044-IC,C0015-AUTO,C0025-AUTO,C0043-ME,C0025-ME,C0039-IC,C0010-IC,C0045-ME
E1049,C0033-CH,C0046-CIVIL,C0007-CIVIL,C0034-CIVIL,C0041-CIVIL,C0006-CH,C0023-CIVIL,C0026-CH,C0018-CH,C0048-CH
E1050,C0025-EC,C0014-EE,C0048-EC,C0040-EC,C0006-EC,C0039-EC,C0048-EC,C0026-EC,C0021-EC,C0030-EC
E1051,C0008-CIVIL,C0035-CIVIL,C0005-CH,C0008-CIVIL,C0012-CH,C0018-CIVIL,C0033-CIVIL,C0016-CIVIL,C0040-CH,C0040-CH
E1052,C0040-CIVIL,C0042-CIVIL,C0009-CIVIL,C0018-CIVIL,C0004-CIVIL,C0033-CH,C0010-CIVIL,C0005-CIVIL,C0002-CIVIL,C0030-CH
E1053,C0044-CIVIL,C0048-CH,C0017-CH,C0045-CIVIL,C0013-CIVIL,C0006-CH,C0015-CIVIL,C0022-CH,C0006-CH,C0020-CH
E1054,C0050-ME,C0017-IC,C0009-ME,C0035-ME,C0043-AUTO,C0015-IC,C0044-IC,C0011-IC,C0037-AUTO,C0040-IC
E1055,C0009-AUTO,C0009-AUTO,C0026-ME,C0021-AUTO,C0013-AUTO,C0044-IC,C0024-AUTO,C0030-AUTO,C0016-IC,C0002-AUTO
E1056,C0030-ME,C0003-ME,C0049-ME,C0043-IC,C0002-AUTO,C0006-IC,C0032-ME,C0044-ME,C0046-IC,C0029-AUTO
E1057,C0033-CIVIL,C0038-CIVIL,C0009-CIVIL,C0026-CH,C0049-CH,C0023-CH,C0012-CH,C0024-CH,C0033-CIVIL,C0012-CH
E1058,C0010-CSE,C0031-CSE,C0043-CSE,C0038-IT,C0036-IT,C0049-CSE,C0021-CSE,C0019-IT,C0005-IT,C0037-IT
E1059,C0047-IC,C0015-ME,C0033-AUTO,C0049-AUTO,C0006-IC,C0019-IC,C0037-IC,C0029-ME,C0040-ME,C0021-IC
E1060,C0046-IT,C0037-IT,C0042-CSE,C0033-CSE,C0005-CSE,C0002-IT,C0023-CSE,C0028-CSE,C0011-CSE,C0034-CSE
E1061,C0015-IT,C0012-CSE,C0018-CSE,C0030-CSE,C0023-CSE,C0029-CSE,C0006-IT,C0044-CSE,C0021-IT,C0024-CSE
E1062,C0016-CIVIL,C0022-CH,C0033-CH,C0035-CIVIL,C0041-CIVIL,C0002-CIVIL,C0016-CIVIL,C0015-CIVIL,C0008-CIVIL,C0006-CH
E1063,C0006-CH,C0022-CH,C0049-CH,C0001-CIVIL,C0048-CIVIL,C0031-CH,C0016-CIVIL,C0030-CH,C0017-CIVIL,C0021-CIVIL
E1064,C0007-ME,C0031-IC,C0030-AUTO,C0030-AUTO,C0033-AUTO,C0008-IC,C0032-AUTO,C0026-ME,C0005-ME,C0044-AUTO
E1065,C0039-ME,C0010-IC,C0032-AUTO,C0039-AUTO,C0006-IC,C0034-ME,C0047-AUTO,C0014-IC,C0026-ME,C0033-AUTO
E1066,C0014-EE,C0039-EC,C0003-EC,C0039-EE,C0035-EE,C0045-EE,C0027-EC,C0041-EC,C0039-EC,C0009-EC
E1067,C0041-CSE,C0031-CSE,C0033-CSE,C0029-CSE,C0048-IT,C0033-IT,C0042-IT,C0010-IT,C0036-IT,C0007-CSE
E1068,C0016-IC,C0021-IC,C0043-IC,C0005-IC,C0001-IC,C0005-AUTO,C0022-AUTO,C0032-AUTO,C0002-AUTO,C0047-ME
E1069,C0042-IT,C0014-IT,C0032-CSE,C0025-IT,C0032-IT,C0050-CSE,C0032-CSE,C0021-IT,C0049-CSE,C0016-IT
E1070,C0037-EC,C0011-EE,C0012-EE,C0050-EC,C0025-EE,C0027-EC,C0039-EC,C0027-EE,C0043-EE,C0032-EC
E1071,C0050-EE,C0009-EC,C0046-EC,C0006-EC,C0021-EC,C0015-EC,C0010-EE,C0015-EC,C0015-EC,C0030-EC
